 ,AUROC,AUPRC,accuracy
0,0.83753335,0.50835962,0.971982759
1,0.847247247,0.597798143,0.977011494
2,0.801117025,0.571271164,0.977011494
3,0.822010526,0.58272486,0.969740634
4,0.812889548,0.513875705,0.975504323
