,AUROC,AUPRC,accuracy,f1,recall,mcc,gmean
0,0.9243070362473347,0.995694734373212,0.950354609929078,0.9740740740740741,0.9813432835820896,0.39754642658986195,0.5920132972632123
1,0.8578244274809161,0.9874096389695168,0.9290780141843972,0.9630996309963099,0.9961832061068703,0.14127187490452708,0.22317965925537103
2,0.9152334152334153,0.9918512562980015,0.9359430604982206,0.9664179104477612,1.0,0.41231454245107496,0.4264014327112209
3,0.8985687022900762,0.9903072232076409,0.9397163120567376,0.9683426443202979,0.9923664122137404,0.3998735797051463,0.49808794710717014
4,0.85366506153023,0.9896157527217067,0.9572953736654805,0.9779411764705882,0.9962546816479401,0.38670982273976046,0.4620423639315076
